dataset,modelo,instance,relaxed_layer_1_time_milp_relaxed,relaxed_layer_1_len_milp_relaxed,relaxed_layer_1_explanation
iris,model_3layers_20neurons.h5,72,0.0671637058258056,4,"{'x_0': 0.5, 'x_1': 0.4166666666666667, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,73,0.0843434333801269,4,"{'x_0': 0.4411764705882353, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,74,0.1048283576965332,3,"{'x_1': 0.0833333333333333, 'x_2': 0.5263157894736842, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,75,0.0799286365509033,3,"{'x_1': 0.4166666666666667, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,76,0.0777268409729003,4,"{'x_0': 0.5588235294117647, 'x_1': 0.5833333333333333, 'x_2': 0.7719298245614036, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,77,0.1927430629730224,4,"{'x_0': 0.3529411764705883, 'x_1': 0.1249999999999998, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,78,0.1005129814147949,3,"{'x_1': 0.7916666666666665, 'x_2': 0.1228070175438596, 'x_3': 0.125}"
iris,model_3layers_20neurons.h5,79,0.1102678775787353,3,"{'x_1': 0.1249999999999998, 'x_2': 0.4035087719298245, 'x_3': 0.375}"
iris,model_3layers_20neurons.h5,80,0.0918314456939697,4,"{'x_0': 0.6176470588235294, 'x_1': 0.2916666666666667, 'x_2': 0.7543859649122806, 'x_3': 0.75}"
iris,model_3layers_20neurons.h5,81,0.0936000347137451,3,"{'x_1': 0.5416666666666665, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,82,0.1209745407104492,3,"{'x_1': 0.5, 'x_2': 0.0350877192982456, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,83,0.1069443225860595,3,"{'x_1': 0.1666666666666666, 'x_2': 0.4912280701754385, 'x_3': 0.4166666666666667}"
iris,model_3layers_20neurons.h5,84,0.069190502166748,4,"{'x_0': 0.7058823529411764, 'x_1': 0.4166666666666667, 'x_2': 0.7017543859649122, 'x_3': 0.6666666666666667}"
iris,model_3layers_20neurons.h5,85,0.1127452850341796,3,"{'x_1': 0.4583333333333332, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,86,0.0982942581176757,3,"{'x_1': 0.3333333333333332, 'x_2': 0.719298245614035, 'x_3': 0.9583333333333334}"
iris,model_3layers_20neurons.h5,87,0.1040112972259521,3,"{'x_1': 0.5833333333333333, 'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,88,0.1027431488037109,3,"{'x_1': 0.625, 'x_2': 0.1052631578947368, 'x_3': 0.2083333333333333}"
iris,model_3layers_20neurons.h5,89,0.0661160945892334,4,"{'x_0': 0.4705882352941177, 'x_1': 0.5, 'x_2': 0.6666666666666666, 'x_3': 0.7083333333333334}"
iris,model_3layers_20neurons.h5,90,0.1109592914581298,3,"{'x_1': 0.2083333333333332, 'x_2': 0.3508771929824561, 'x_3': 0.4166666666666667}"
iris,model_3layers_20neurons.h5,91,0.0972816944122314,3,"{'x_1': 0.5, 'x_2': 0.8245614035087719, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,92,0.0789473056793212,4,"{'x_0': 0.5, 'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.6250000000000001}"
iris,model_3layers_20neurons.h5,93,0.0923326015472412,4,"{'x_0': 0.5294117647058822, 'x_1': 0.25, 'x_2': 0.807017543859649, 'x_3': 0.5416666666666667}"
iris,model_3layers_20neurons.h5,94,0.1136596202850341,3,"{'x_1': 0.4166666666666667, 'x_2': 0.8947368421052629, 'x_3': 0.9166666666666666}"
iris,model_3layers_20neurons.h5,95,0.0936710834503173,3,"{'x_1': 0.2083333333333332, 'x_2': 0.5263157894736842, 'x_3': 0.5000000000000001}"
iris,model_3layers_20neurons.h5,96,0.1042375564575195,3,"{'x_1': 0.375, 'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}"
iris,model_3layers_20neurons.h5,97,0.1234107017517089,2,"{'x_2': 0.0175438596491228, 'x_3': 0.0}"
iris,model_3layers_20neurons.h5,98,0.075979471206665,4,"{'x_0': 0.5, 'x_1': 0.0833333333333333, 'x_2': 0.7017543859649122, 'x_3': 0.5833333333333334}"
iris,model_3layers_20neurons.h5,99,0.06943440437316895,4,"{'x_0': 0.8529411764705881, 'x_1': 0.5, 'x_2': 0.8771929824561403, 'x_3': 0.7083333333333334}"
