dataset,modelo,instance,relaxed_times,relaxed_len_eq,relaxed_len_range,relaxed_explanation
iris,model_2layers_20neurons.h5,32,"[0.055579185485839844, 0.04829216003417969, 0.06145071983337402, 0.06820392608642578, 0.04800081253051758, 0.05658531188964844, 0.2405097484588623, 0.05225849151611328, 0.05358171463012695, 0.054720401763916016]","[1, 2, 2, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.6058823529411764,x_0,0.8058823529411764), docplex.mp.RangeConstraint[input_range_1](0.35833333333333317,x_1,0.5583333333333332), docplex.mp.RangeConstraint[input_range_2](0.49649122807017554,x_2,0.6964912280701755)]}, {'eq': {'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5058823529411764,x_0,0.9058823529411764), docplex.mp.RangeConstraint[input_range_1](0.2583333333333332,x_1,0.6583333333333332)]}, {'eq': {'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4058823529411764,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.15833333333333321,x_1,0.7583333333333332)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2058823529411764,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.10588235294117643,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.00588235294117645,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.4583333333333332, 'x_2': 0.5964912280701755, 'x_3': 0.5416666666666667}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,33,"[0.0418543815612793, 0.051219940185546875, 0.05992317199707031, 0.056168556213378906, 0.0726315975189209, 0.07976436614990234, 0.08460497856140137, 0.07812213897705078, 0.07865309715270996, 0.06717443466186523]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04705882352941168,x_0,0.2470588235294117), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.005263157894736789,x_2,0.20526315789473681), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3470588235294117), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3052631578947368), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.4470588235294117), docplex.mp.RangeConstraint[input_range_1](0.28333333333333327,x_1,0.8833333333333333), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.40526315789473677)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5470588235294117), docplex.mp.RangeConstraint[input_range_1](0.18333333333333324,x_1,0.9833333333333333)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6470588235294117), docplex.mp.RangeConstraint[input_range_1](0.08333333333333326,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7470588235294117), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8470588235294116), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9470588235294117), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.1052631578947368, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,34,"[0.03961920738220215, 0.04418802261352539, 0.06088709831237793, 0.062209129333496094, 0.0662534236907959, 0.07817435264587402, 0.08769512176513672, 0.09841275215148926, 0.04609990119934082, 0.07162785530090332]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.1294117647058824), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1526315789473684), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.22941176470588243), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.25263157894736843), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.3294117647058824), docplex.mp.RangeConstraint[input_range_1](0.2,x_1,0.8), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.3526315789473684)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.42941176470588244), docplex.mp.RangeConstraint[input_range_1](0.09999999999999998,x_1,0.9)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7294117647058823), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9294117647058824), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0526315789473684, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,35,"[0.06287574768066406, 0.07047343254089355, 0.07660579681396484, 0.06738781929016113, 0.061141252517700195, 0.09708237648010254, 0.0996389389038086, 0.08444666862487793, 0.08091115951538086, 0.07785892486572266]","[0, 2, 2, 3, 3, 3, 3, 3, 3, 3]","[4, 2, 2, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.488235294117647,x_0,0.688235294117647), docplex.mp.RangeConstraint[input_range_1](0.1083333333333332,x_1,0.30833333333333324), docplex.mp.RangeConstraint[input_range_2](0.6017543859649123,x_2,0.8017543859649122), docplex.mp.RangeConstraint[input_range_3](0.65,x_3,0.85)]}, {'eq': {'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.38823529411764696,x_0,0.7882352941176469), docplex.mp.RangeConstraint[input_range_1](0.008333333333333193,x_1,0.4083333333333332)]}, {'eq': {'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.288235294117647,x_0,0.888235294117647), docplex.mp.RangeConstraint[input_range_1](0,x_1,0.5083333333333332)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.18823529411764695,x_0,0.988235294117647)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.08823529411764697,x_0,1)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2083333333333332, 'x_2': 0.7017543859649122, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,36,"[0.042817115783691406, 0.05458426475524902, 0.04984402656555176, 0.055036067962646484, 0.05401754379272461, 0.05525779724121094, 0.05087924003601074, 0.05284309387207031, 0.0535120964050293, 0.06425666809082031]","[1, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.5176470588235295,x_0,0.7176470588235294), docplex.mp.RangeConstraint[input_range_1](0.4,x_1,0.6), docplex.mp.RangeConstraint[input_range_2](0.5140350877192983,x_2,0.7140350877192982)]}, {'eq': {'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4176470588235294,x_0,0.8176470588235294), docplex.mp.RangeConstraint[input_range_1](0.3,x_1,0.7)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.31764705882352945,x_0,0.9176470588235295)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.21764705882352942,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.11764705882352944,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.01764705882352946,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5, 'x_2': 0.6140350877192983, 'x_3': 0.5833333333333334}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,37,"[0.03800702095031738, 0.053766727447509766, 0.0631554126739502, 0.08950448036193848, 0.0702674388885498, 0.07105278968811035, 0.08307051658630371, 0.05074167251586914, 0.08313941955566406, 0.06826257705688477]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.525,x_1,0.725), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.425,x_1,0.825), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.325,x_1,0.925), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.387719298245614)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.22499999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_1](0.125,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412), docplex.mp.RangeConstraint[input_range_1](0.025000000000000022,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,38,"[0.06583571434020996, 0.04677939414978027, 0.0700070858001709, 0.07355976104736328, 0.06496024131774902, 0.08962774276733398, 0.09557318687438965, 0.26227378845214844, 0.06992793083190918, 0.06997442245483398]","[0, 0, 1, 2, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 2, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1058823529411764,x_0,0.3058823529411764), docplex.mp.RangeConstraint[input_range_1](0.5666666666666668,x_1,0.7666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.1701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1416666666666666)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.005882352941176394,x_0,0.4058823529411764), docplex.mp.RangeConstraint[input_range_1](0.46666666666666673,x_1,0.8666666666666667), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.2701754385964912), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2416666666666666)]}, {'eq': {'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5058823529411764), docplex.mp.RangeConstraint[input_range_1](0.36666666666666675,x_1,0.9666666666666668), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.37017543859649116)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6058823529411764), docplex.mp.RangeConstraint[input_range_1](0.2666666666666667,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7058823529411764), docplex.mp.RangeConstraint[input_range_1](0.16666666666666674,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8058823529411764), docplex.mp.RangeConstraint[input_range_1](0.06666666666666676,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9058823529411764), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.0701754385964912, 'x_3': 0.0416666666666666}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,39,"[0.04282569885253906, 0.04351186752319336, 0.0531008243560791, 0.0620427131652832, 0.07282543182373047, 0.04900503158569336, 0.058084964752197266, 0.10155701637268066, 0.056498050689697266, 0.0625603199005127]","[0, 0, 1, 1, 2, 2, 2, 2, 2, 2]","[4, 4, 3, 3, 2, 2, 2, 2, 2, 2]","[{'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.16470588235294129,x_0,0.3647058823529413), docplex.mp.RangeConstraint[input_range_1](0.7749999999999998,x_1,0.9749999999999998), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.187719298245614), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.1)]}, {'eq': {}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.06470588235294128,x_0,0.4647058823529413), docplex.mp.RangeConstraint[input_range_1](0.6749999999999998,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.28771929824561404), docplex.mp.RangeConstraint[input_range_3](0,x_3,0.2)]}, {'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.5647058823529413), docplex.mp.RangeConstraint[input_range_1](0.5749999999999997,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.387719298245614)]}, {'eq': {'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.6647058823529413), docplex.mp.RangeConstraint[input_range_1](0.47499999999999976,x_1,1), docplex.mp.RangeConstraint[input_range_2](0,x_2,0.487719298245614)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.7647058823529413), docplex.mp.RangeConstraint[input_range_1](0.3749999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.8647058823529412), docplex.mp.RangeConstraint[input_range_1](0.2749999999999998,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9647058823529413), docplex.mp.RangeConstraint[input_range_1](0.17499999999999982,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0.07499999999999973,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}, {'eq': {'x_2': 0.087719298245614, 'x_3': 0.0}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1), docplex.mp.RangeConstraint[input_range_1](0,x_1,1)]}]"
iris,model_2layers_20neurons.h5,40,"[0.0562286376953125, 0.06171584129333496, 0.05574846267700195, 0.0669255256652832, 0.08235597610473633, 0.0746314525604248, 0.07933473587036133, 0.08039259910583496, 0.07791376113891602, 0.07892155647277832]","[1, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3411764705882353,x_0,0.5411764705882353), docplex.mp.RangeConstraint[input_range_1](0.19166666666666668,x_1,0.3916666666666667), docplex.mp.RangeConstraint[input_range_2](0.619298245614035,x_2,0.819298245614035)]}, {'eq': {'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.24117647058823527,x_0,0.6411764705882352), docplex.mp.RangeConstraint[input_range_1](0.09166666666666667,x_1,0.4916666666666667)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.1411764705882353,x_0,0.7411764705882353)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.04117647058823526,x_0,0.8411764705882353)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,0.9411764705882353)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.2916666666666667, 'x_2': 0.719298245614035, 'x_3': 0.75}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
iris,model_2layers_20neurons.h5,41,"[0.04608583450317383, 0.05186057090759277, 0.05497479438781738, 0.05413532257080078, 0.05621504783630371, 0.05282449722290039, 0.05483889579772949, 0.04875946044921875, 0.05234241485595703, 0.05072283744812012]","[1, 2, 3, 3, 3, 3, 3, 3, 3, 3]","[3, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[{'eq': {'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.4,x_0,0.6), docplex.mp.RangeConstraint[input_range_1](0.4833333333333333,x_1,0.6833333333333332), docplex.mp.RangeConstraint[input_range_2](0.5140350877192983,x_2,0.7140350877192982)]}, {'eq': {'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.3,x_0,0.7), docplex.mp.RangeConstraint[input_range_1](0.38333333333333325,x_1,0.7833333333333332)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.2,x_0,0.8)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0.09999999999999998,x_0,0.9)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}, {'eq': {'x_1': 0.5833333333333333, 'x_2': 0.6140350877192983, 'x_3': 0.6250000000000001}, 'range': [docplex.mp.RangeConstraint[input_range_0](0,x_0,1)]}]"
